title,brand_name,item_type,condition,price,item_subtype,department,gender,age_group,size,size_type,color_primary,color_secondary,material_primary,material_secondary,pattern,closure,fit,sleeve_length,neckline,style,occasion,season,sport,model_name,product_line,style_code,has_box,condition_detail,release_year,original_price,initial_price,initial_price_catalog_item
NWT EMPRA 100% Linen Green Military SS Short Sleeve button Shirt L Flap Pockets Opens in a new window or tab,EMPRa,shirt,new,28.0,short sleeve shirt,tops,,,L,,Green,,Linen,,,button,,Short,,Military,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
J.Crew Baird McNutt Irish Linen Relaxed Shirt Womens Small Black NWT Opens in a new window or tab,J.Crew,shirt,new,39.99,linen short sleeve shirt,tops,women,,Small,,Black,,Linen,,,,Relaxed,Short,,,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
Lucky Brand Men's Medium Shirt Linen Blend White Short Sleeve Button Front Opens in a new window or tab,Lucky Brand,shirt,used,13.49,short sleeve shirt,tops,men,adult,M,,White,,Linen,Blend,,Button,,Short,,,,,,,,,,New (Other),,,,Linen Short Sleeve Shirt
Bonobos Riviera Linen Short Sleeve Shirt XXL White Opens in a new window or tab,Bonobos,shirt,new,21.99,short sleeve shirt,tops,men,adult,2XL,,White,,Linen,,,,,short,,,,,,Riviera,,,,Brand New,,,99.0,Chino Pants
Todd Snyder X Baird McNutt Double Stripe Linen Short Sleeve Shirt Size XXL NWT Opens in a new window or tab,Todd Snyder,shirt,new,49.0,short sleeve shirt,tops,men,adult,XXL,,,,linen,,double stripe,,,short,,,,,,,,,,NWT,,,498.0,Linen Blazer
Quince Men 100% European Linen Short Sleeve Shirt Blue Sleeved Top M Opens in a new window or tab,Quince,shirt,used,34.42,short sleeve shirt,tops,men,adult,M,,Blue,,Linen,,,,,short,,,,,,,,,,New (Other),,,,Linen Short Sleeve Shirt
Banana Republic 100% Linen Short-Sleeve Shirt Brown Large Relaxed Fit NWT Opens in a new window or tab,Banana Republic,shirt,new,24.97,short-sleeve shirt,tops,,,Large,,Brown,,Linen,,,,Relaxed Fit,Short,,,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
Baird McNutt Murano Shirt Mens Small Blue Linen Short Sleeve Band Collar Opens in a new window or tab,Baird McNutt,shirt,new,24.58,short sleeve shirt,tops,men,adult,Small,,Blue,,Linen,,,,,Short,Band Collar,,,,,Murano,,,,,,,,Linen Short Sleeve Shirt
$198 VINCE Size L Mens Classic Fit Short Sleeve Linen Button-Up Shirt in White Opens in a new window or tab,VINCE,shirt,used,74.9,short sleeve button-up shirt,tops,men,adult,L,,White,,Linen,,,Button-Up,Classic Fit,Short Sleeve,,,,,,,,,,New (Other),,198.0,,Linen Short Sleeve Shirt
J Crew New Capitaine Shirt In Baird McNutt Linen French Blue XS Oversized Opens in a new window or tab,J Crew,shirt,new,49.99,short sleeve shirt,tops,,,XS,,French Blue,,Linen,,,,Oversized,Short,,,,,,Capitaine,,,,Brand New,,,,Linen Short Sleeve Shirt
NWT Quince Men's L Linen Short Sleeve Shirt White Opens in a new window or tab,Quince,shirt,new,19.99,short sleeve shirt,tops,men,adult,L,,White,,Linen,,,,,short,,,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
Banana Republic 100% Linen Short-Sleeve Shirt Brown L Tall Relaxed Fit NWT Opens in a new window or tab,Banana Republic,shirt,new,17.99,short-sleeve shirt,tops,,,L,Tall,Brown,,Linen,,,,Relaxed Fit,Short,,,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
C&C California Womens Linen Blend Button Up Shirt Size S Blue White Sun Print Opens in a new window or tab,C&C California,shirt,new,18.44,button up shirt,tops,women,adult,S,,Blue,White,Linen,Blend,Sun Print,Button Up,,Short,,,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
NWOT Eileen Fisher Washed Organic Linen Delave Short-Sleeve Shirt Size XL Reef Opens in a new window or tab,Eileen Fisher,shirt,new,95.0,short-sleeve shirt,tops,,,XL,,,,linen,,,,,short,,,,,,,,,,New (Other),,,198.0,Wool Skirt
Faherty Men's Palma Linen Camp Short Sleeve Shirt Size L Opens in a new window or tab,Faherty,shirt,new,55.42,short sleeve shirt,tops,men,adult,L,,,,linen,,,,,short,,,,,,Palma,,,,Brand New,,,158.0,Flannel Shirt
Zara Men's Short Sleeve Button-Up Striped Shirt Size Large Cotton/Linen Not Worn Opens in a new window or tab,Zara,shirt,used,20.0,short sleeve button-up,tops,men,adult,Large,,,,Cotton/Linen,,striped,button-up,,short,,,,,,,,,,New (Other),,,,Linen Short Sleeve Shirt
Men's MURANO White Open Neck Linen Shirt XL X-Large NEW NWT Slim Fit NiCe! Opens in a new window or tab,Alex Mill,shirt,new,26.1,linen shirt,tops,men,adult,XL,,White,,Linen,,,,Slim Fit,Short Sleeve,Open Neck,,,,,MURANO,,,,NWT,,,120.0,Linen Short Sleeve Shirt
NWT - J. CREW Black Short-Sleeve Baird McNutt Garment-Dyed Irish Linen Shirt XL Opens in a new window or tab,J.CREW,shirt,new,40.0,short-sleeve linen shirt,tops,,,XL,,Black,,Linen,,,,,Short,,,,,,Baird McNutt,,,,Brand New,,,,Linen Short Sleeve Shirt
Express Button Up Shirt Mens Large Green Short Sleeve Linen Blend Casual New NWT Opens in a new window or tab,Express,shirt,new,22.49,button up shirt,tops,men,adult,L,,Green,,Linen Blend,,,Button Up,,Short Sleeve,,,Casual,,,,,,,NWT,,,,Linen Short Sleeve Shirt
Puro Lino Midi Shirt Dress S/M Beige Button Front Short Sleeve Pockets Italy New Opens in a new window or tab,Puro Lino,dress,new,49.99,midi shirt dress,dresses,women,,S/M,,Beige,,Linen,,,Button Front,,Short Sleeve,,,,,,,,,,New (Other),,,298.0,Midi Dress
J.Crew Shirt Mens Xl White Linen Button Up New Opens in a new window or tab,J.Crew,shirt,new,34.99,linen shirt,tops,men,adult,XL,,white,,linen,,,button up,,short,,,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
Banana Republic Shirt Mens Large Tall Tan Linen Blend Pintuck Short Sleeve Opens in a new window or tab,Banana Republic,shirt,new,22.99,short sleeve shirt,tops,men,adult,Large Tall,,Tan,,Linen,Blend,Pintuck,,,Short,,,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
NWT J. Crew Linen Blend Blouse Blue Floral Short Sleeve Button Shirt Women S Opens in a new window or tab,J.CREW,shirt,new,35.0,blouse,tops,women,,S,,Blue,,Linen,Blend,Floral,Button,,Short,,,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
NEW J Crew Linen Shirt Womens Large Baird McNutt Black Short Sleeve NWT Opens in a new window or tab,J Crew,shirt,new,34.88,short sleeve shirt,tops,women,adult,L,,Black,,Linen,,,,,Short,,,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
Columbia Floral Button-Up Shirt Collared Short Sleeve Natural ohana print Opens in a new window or tab,Columbia,shirt,new,14.0,button-up shirt,tops,,,M,,Natural,,,,Floral,Button-Up,,Short,Collared,,,,,,,,,,,,,Linen Short Sleeve Shirt
Nautica Printed Linen Short Sleeve Camp White Shirt New With Tags Big Tall 2XL Opens in a new window or tab,Nautica,shirt,new,18.0,short sleeve shirt,tops,men,,2XL,Big & Tall,White,,Linen,,Printed,,,Short,,,,,,,,,,With Tags,,,,Linen Short Sleeve Shirt
NEW GAP Linen Blend Shirt Mens Medium White Short Sleeve Collar Opens in a new window or tab,GAP,shirt,new,27.95,short sleeve shirt,tops,men,adult,M,,White,,Linen,Blend,,,,Short,Collar,,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
J Crew Shirt Mens Medium Red Linen Cotton Camp Collar Short Sleeve Button Front Opens in a new window or tab,J.CREW,shirt,new,34.99,short sleeve shirt,tops,men,adult,Medium,,Red,,Linen,Cotton,,Button Front,,Short,,Camp Collar,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
NWT Alex Crane Knit Linen Ola Shirt in Slate Gray Sz Medium Opens in a new window or tab,Alex Crane,shirt,new,90.0,linen shirt,tops,,,Medium,,Slate Gray,,Linen,Knit,,,,Short Sleeve,,,,,,Ola,,,,Brand New,,,135.0,Linen Pants
NWT Anthropologie Celandine Linen Blend Short Sleeve Button Down Shirt Size M Opens in a new window or tab,Anthropologie,shirt,new,39.99,short sleeve button down shirt,tops,,,M,,,,linen,blend,,button down,,short,,,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
Theory Men's Size Large 100% Linen Ivory Precise Linen Short Sleeve Shirt L $160 Opens in a new window or tab,Theory,shirt,new,69.95,short sleeve shirt,tops,men,adult,Large,,Ivory,,Linen,,,,,short,,,,,,Precise Linen Short Sleeve Shirt,,,,Brand New,,160.0,195.0,Wool Trousers
NWT J. Crew Medium Short-sleeve Baird McNutt Irish Linen Shirt Gingham Blue Opens in a new window or tab,J.CREW,shirt,new,35.0,short-sleeve shirt,tops,men,adult,M,,Blue,,Linen,,Gingham,,,Short,,,,,,Baird McNutt,,,,Brand New,,,,Linen Short Sleeve Shirt
Athleta Retreat Linen Short Sleeve Shirt Small Undyed Natural Top NWT Opens in a new window or tab,Athleta,shirt,new,25.27,short sleeve shirt,tops,,,Small,,Natural,,Linen,,,,,Short,,,,,,,Retreat,,,Brand New,,,,Linen Short Sleeve Shirt
Columbia Adult Button Shirt Linen Blend Gray Short Sleeve Outdoor Mens XL NWT Opens in a new window or tab,Columbia,shirt,new,6.49,button shirt,tops,men,adult,XL,,Gray,,Linen,Blend,,Button,,Short,,,Outdoor,,,,,,,NWT,,,,Linen Short Sleeve Shirt
Alex Crane Sun Tee Gray Men’s XL NWT Opens in a new window or tab,Alex Mill,shirt,new,30.0,short sleeve shirt,tops,men,adult,XL,,Gray,,Linen,,,,,short,,,,,,,,,,Brand New,,,120.0,Linen Short Sleeve Shirt
Quince Men 100% European Linen Relaxed Short Sleeve Shirt Blue M Opens in a new window or tab,Quince,shirt,new,34.0,short sleeve shirt,tops,men,adult,M,,blue,,linen,,,,relaxed,short,,,,,,,,,,other,,,,Linen Short Sleeve Shirt
Club Room Linen Shirt Mens XXL 2XL Floral Yellow Burgundy Short Sleeve Button Up Opens in a new window or tab,Club Room,shirt,new,25.0,short sleeve shirt,tops,men,adult,2XL,,Yellow,Burgundy,Linen,,Floral,Button Up,,Short,,,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
GRADE&GATHER Linen Button Up Shirt Blouse Short Sleeve Women's Size S NWOT Opens in a new window or tab,GRADE&GATHER,shirt,new,24.99,linen button up shirt,tops,women,,S,,,,linen,,,button up,,short sleeve,,,,,,,,,,NWOT,,,,Linen Short Sleeve Shirt
J. Jill Women's Linen Purple Short Sleeve Shirt Dress Size Small Opens in a new window or tab,J. Jill,shirt,used,35.0,short sleeve shirt,tops,women,adult,Small,,Purple,,Linen,,,,,Short,,,,,,,,,,New (Other),,,,Linen Short Sleeve Shirt
"NWT Quince Women’s 100% European Linen Short Sleeve Shirt - Green, Size Small Opens in a new window or tab",Quince,shirt,new,23.0,short sleeve shirt,tops,women,adult,Small,,Green,,Linen,,,,,short,,,,,,,,,,,,,,Linen Short Sleeve Shirt
Theory Shirt Mens XL Ivory Linen Daze Precise Button Up Short Sleeve Casual Opens in a new window or tab,Theory,shirt,new,48.74,button up short sleeve,tops,men,adult,XL,,Ivory,,Linen,,,Button Up,,Short,,,Casual,,,,,,,,,,195.0,Wool Trousers
Ted Baker Short Sleeve Button Down Shirt Linen white color size 5 XL new Opens in a new window or tab,Ted Baker,shirt,new,22.49,short sleeve button down shirt,tops,,,XL,,white,,linen,,,button down,,short,,,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
Baird McNutt Murano Shirt Mens XL Blue Linen Short Sleeve Button Up Preppy Opens in a new window or tab,Baird McNutt,shirt,new,25.49,short sleeve button up,tops,men,adult,XL,,Blue,,Linen,,,Button Up,,Short,,,Preppy,,,Murano,,,,,,,,Linen Short Sleeve Shirt
Men’s Todd Snyder Cropped Embroidered Linen Camp Collar Shirt Opens in a new window or tab,Todd Snyder,shirt,new,46.0,linen camp collar shirt,tops,men,adult,M,,,,linen,,,,cropped,short,camp collar,,,,,,,,,,,,498.0,Linen Blazer
NWT C&C California 100% Linen Short Sleeve Shirt Top Green White Floral 1X Opens in a new window or tab,C&C California,shirt,new,12.0,short sleeve shirt,tops,women,,1X,,Green,White,Linen,,Floral,,,Short,,,,,,,,,,,,,,Linen Short Sleeve Shirt
Reiss Shirt Mens L Green Linen Short Sleeve Slim Fit Button Up Casual Summer Opens in a new window or tab,Reiss,shirt,used,34.99,short sleeve shirt,tops,men,adult,L,,green,,linen,,,button up,slim fit,short sleeve,,,casual,summer,,,,,,new (other),,,,Linen Short Sleeve Shirt
By Anthropologie Short-Sleeve Printed Linen Buttondown Shirt Top Cream New XL Opens in a new window or tab,Anthropologie,shirt,new,55.47,linen buttondown shirt,tops,,,XL,,Cream,,Linen,,Printed,Buttondown,,Short,,,,,,,,,,New (Other),,,,Linen Short Sleeve Shirt
Neiman Marcus NWT 100% Linen Short Sleeve Button-Up Shirt Men's XL Green Pocket Opens in a new window or tab,Alex Mill,shirt,new,40.49,short sleeve button-up shirt,tops,men,adult,XL,,green,,linen,,,button-up,,short,,,,,,,,,,,,,120.0,Linen Short Sleeve Shirt
Thom Aaron Shirt Mens M White 100% Linen Short Sleeve Button Front Casual NEW Opens in a new window or tab,Thom Aaron,shirt,new,29.99,short sleeve shirt,tops,men,adult,M,,White,,Linen,,,Button Front,,Short,,,Casual,,,,,,,,,,,Linen Short Sleeve Shirt
Zara Men's Short Sleeve Button-Up Striped Shirt Size Large Cotton/Linen Not Worn Opens in a new window or tab,Zara,shirt,used,20.0,short sleeve button-up shirt,tops,men,adult,Large,,,,Cotton/Linen,,striped,button-up,,short,,,,,,,,,,New (Other),,,,Linen Short Sleeve Shirt
"Hugo Boss Linen Shirt Short Sleeve, Button-Up, Medium Yellow Pattern Opens in a new window or tab",Hugo Boss,shirt,used,35.0,linen shirt,tops,,,M,,Yellow,,Linen,,,Button-Up,,Short Sleeve,,,,,,,,,,New (Other),,,,Linen Short Sleeve Shirt
"NWT Men's Robert Graham Short Sleeve XXL Shirt, Linen Blend, Modern Americana Opens in a new window or tab",Robert Graham,shirt,new,24.99,short sleeve shirt,tops,men,adult,2XL,,,,linen,,,,,short,,Modern Americana,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
Porter & Ash Mens Medium Linen Button Down Short Sleeve Shirt Casual Opens in a new window or tab,Porter & Ash,shirt,new,26.21,linen button down shirt,tops,men,adult,M,,,,linen,,,button down,,short,,,casual,,,,,,,,,,,Linen Short Sleeve Shirt
Universal Thread Tan & White Striped Linen Blend Long Sleeve Shirt Dress. Size M Opens in a new window or tab,Universal Thread,shirt,new,21.0,long sleeve shirt dress,tops,,,M,,tan,white,linen,,striped,,,long,,,,,,,,,,Brand New,,,,Dress Shirt
Harris Cotton 100% linen Gauze Shirt Blouse Size O/S one size Lagenlook summer Opens in a new window or tab,Harris,shirt,new,35.99,linen shirt,tops,,,ONE SIZE,,,,linen,cotton,,,,short,,Lagenlook,summer,,,,,,,,,,,One-Piece Swimsuit
SOFT SURROUNDINGS NEW $120 Khaki Belted Fontana Linen Shirt Dress Size 2X Opens in a new window or tab,Fontana,dress,new,35.99,linen shirt dress,dresses,women,,2X,,Khaki,,Linen,,,Belted,,Short,,,,,,,,,,New (Other),,120.0,150.0,Shirt Dress
Terzo Millenio Womens Small White Button Down Short Sleeve Linen Shirt Opens in a new window or tab,Terzo Millenio,shirt,new,24.87,button down short sleeve linen shirt,tops,women,,S,,White,,Linen,,,Button Down,,Short,,,,,,,,,,Brand New,,,120.0,Linen Short Sleeve Shirt
NWT's LOFT Stripe Shirt Dress Sz 16 Cream /Tan Coastal Puff Sleeve Beachy Linen Opens in a new window or tab,LOFT,dress,new,16.55,shirt dress,dresses,women,,16,,Cream,Tan,Linen,,Stripe,,,Short,,,Beachy,,,,,,,,,,150.0,Shirt Dress
Terzo Millennio Women's Sz L White 100% Linen Button Back Short Sleeve Shirt Opens in a new window or tab,Terzo Millennio,shirt,used,21.99,short sleeve shirt,tops,women,,L,,White,,Linen,,,Button,,Short,,,,,,,,,,New (Other),,,120.0,Linen Short Sleeve Shirt
Men's MURANO White Open Neck Linen Shirt XL X-Large NEW NWT Slim Fit NiCe! Opens in a new window or tab,Murano,shirt,new,26.1,linen shirt,tops,men,adult,XL,,White,,Linen,,,,Slim Fit,Short Sleeve,Open Neck,,,,,,,,,NWT,,,,Slim Fit Chinos
NWT Umgee White Short Sleeve Raw Hem Linen Blend Top Blouse Shirt Size 2XL Opens in a new window or tab,Umgee,shirt,new,17.49,blouse,tops,,,2XL,,White,,Linen,Blend,,,,Short,,,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
NWT Quince Women's European Linen Short Sleeve Button Up Shirt White Size L Opens in a new window or tab,Quince,shirt,new,27.0,short sleeve button up shirt,tops,women,,L,,White,,Linen,,,Button Up,,Short,,,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
Chicos 100% Linen Tropical Floral Lily Popover Shirt Dress Sz0 US 4 Short Sleeve Opens in a new window or tab,Chicos,shirt,used,25.2,popover shirt,tops,women,,4,US,multicolor,,linen,,floral,,,short,,,,,,,,,,New (Other),,,,Linen Short Sleeve Shirt
J.Crew Size Medium Short Sleeve Polo Shirt Top in Linen Frosty Peony Pink NWT Opens in a new window or tab,J.Crew,shirt,new,60.0,polo shirt,tops,,,Medium,,Pink,,Linen,,,,,Short,,,,,,,,,,,,,,Linen Short Sleeve Shirt
NWT J.Crew Short Sleeve Linen Point Collar Shirt Size S Blue Glen Plaid Opens in a new window or tab,J.Crew,shirt,new,29.0,short sleeve shirt,tops,,,S,,Blue,,Linen,,Glen Plaid,,,Short,Point Collar,,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
Porter & Ash Linen Stripes Neutral Minimalist Summer Beach Tee Vacation L Opens in a new window or tab,Porter & Ash,shirt,used,19.0,tee,tops,,,L,,Neutral,,Linen,,Stripes,,,Short,,Minimalist,Beach,Summer,,,,,,New (Other),,,,Linen Pants
J Crew Baird Mcnutt Irish Linen button down shirt XL Long Sleeve Slim White NWT Opens in a new window or tab,J.CREW,shirt,new,54.0,button down shirt,tops,men,adult,XL,long sleeve,white,,linen,,,button down,slim,long sleeve,,,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
NWT! Tommy Bahama Linnea Linen Short Sleeve Placket T-Shirt Medium Blue Opens in a new window or tab,Tommy Bahama,shirt,new,45.0,short sleeve shirt,tops,,,M,,Blue,,Linen,,,,,Short,,,,,,Linnea,,,,Brand New,,,,Linen Short Sleeve Shirt
NWOT J. Jill Size 3X Love Linen Light Blue V Neck Short Sleeve Collared Shirt Opens in a new window or tab,J. Jill,shirt,used,34.0,short sleeve shirt,tops,women,,3X,,Light Blue,,Linen,,,,,short,V Neck,,,,,,,,,New (Other),,,,Linen Short Sleeve Shirt
NWT SAHALIE 100% Linen Short Sleeve Shirt Dress Large Gray Anthropologie Opens in a new window or tab,Sahalie,shirt,new,15.99,short sleeve shirt,tops,,,L,,Gray,,Linen,,,,,Short,,,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
Angelo Galasso Alloro Print Italian Button Down Linen Shirt Size 43cm/17in Neck Opens in a new window or tab,Angelo Galasso,shirt,used,198.0,button down linen shirt,tops,men,adult,L,,,,linen,,Alloro Print,button down,,short sleeve,,,,,,,,,,New (Other),,,,Oxford Button-Down Shirt
ZARA White Linen Collared Shirt Dress Short Sleeve Size S 7385/117/251 Opens in a new window or tab,ZARA,shirt,new,23.19,linen shirt,tops,,,S,,White,,Linen,,,,,Short Sleeve,Collared,,,,,,,7385/117/251,,Brand New,,,,Linen Short Sleeve Shirt
Alex Crane Sun Tee Dusk Men’s XL NWT Opens in a new window or tab,Alex Crane,shirt,new,30.0,sun tee,tops,men,adult,XL,,Dusk,,Linen,,,,,Short,,,,,,,,,,NWT,,,135.0,Linen Pants
THOM AARON Men's S/S Shirt 100% Linen/European Flax White Size M Opens in a new window or tab,THOM AARON,shirt,new,33.75,short sleeve shirt,tops,men,adult,M,,White,,Linen,European Flax,,,,short,,,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
Charles Tyrwhitt Mens Classic Pure Linen Short Sleeve Shirt BE5 Oatmeal Large Opens in a new window or tab,Charles Tyrwhitt,shirt,new,27.94,short sleeve shirt,tops,men,adult,Large,,Oatmeal,,Linen,,,,,Short,,Classic,,,,,,BE5,,(Other),,,,Linen Short Sleeve Shirt
Free Assembly Midi Shirt Dress Women's Size L Black Linen Blend Puff Sleeve Opens in a new window or tab,Free Assembly,dress,new,30.0,midi shirt dress,dresses,women,,L,,black,,linen,blend,,,,short,,,,,,,,,,Brand New,,,298.0,Midi Dress
J Crew Short Sleeve Linen Button Down Shirt Green Size MEDIUM NWT Opens in a new window or tab,J.CREW,shirt,new,29.95,linen button down shirt,tops,men,adult,M,,Green,,Linen,,,Button Down,,Short Sleeve,,,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
LOFT Striped Linen Blend Midi Shirt Dress 10 White Button Front Coastal Preppy Opens in a new window or tab,LOFT,dress,used,16.0,midi shirt dress,dresses,women,,10,,White,,Linen,,Striped,Button Front,,Short Sleeve,,Coastal Preppy,,,,,,,,New (Other),,,298.0,Midi Dress
Lauren Ralph Lauren Relaxed Fit Linen Short-Sleeve Shirt Size 2X 3X Opens in a new window or tab,Lauren Ralph Lauren,shirt,new,28.0,short-sleeve shirt,tops,,,"2X, 3X",,,,linen,,,,relaxed fit,short,,,,,,,,,,,,,,Linen Short Sleeve Shirt
J. Crew Baird McNutt Men Size Medium Irish Linen Short Sleeve Button Shirt BE546 Opens in a new window or tab,J.CREW,shirt,new,44.95,short sleeve button shirt,tops,men,adult,Medium,,,,Linen,,,Button,,Short,,,,,,,,BE546,,,,,,Linen Short Sleeve Shirt
Theory Men Noll Short Sleeve Linen Shirt Rose Dust Sz S Camp Shirt Button Front Opens in a new window or tab,Theory,shirt,new,59.95,short sleeve shirt,tops,men,adult,S,,Rose Dust,,Linen,,,Button Front,,Short,,Camp Shirt,,,,Noll,,,,Brand New,,,195.0,Wool Trousers
J.Crew Shirt Mens Large White Linen Cotton Short Sleeve Button Front New W Tag Opens in a new window or tab,J.Crew,shirt,new,32.85,short sleeve button front shirt,tops,men,adult,L,,White,,Linen,Cotton,,Button Front,,Short,,,,,,,,,,Brand New,,,,Linen Short Sleeve Shirt
NWT Anthropologie The Aly Puff-Sleeve Blouse Linen Shirt by Pilcro Women’s 1X Opens in a new window or tab,Pilcro,shirt,new,33.99,blouse,tops,women,,1X,,,,linen,,,,,short,puff-sleeve,,,,,The Aly,,,,,,,,Linen Short Sleeve Shirt
Taylor Stitch Shirt Mens 42 Natural Beige The Jack Short Sleeve Linen Blend NWT Opens in a new window or tab,Taylor Stitch,shirt,new,59.88,short sleeve shirt,tops,men,adult,42,,Natural Beige,,Linen,Blend,,,,short,,,,,,The Jack,,,,NWT,,,125.0,Chambray Shirt
J Crew Baird McNutt Linen Shirt Men’s LT Large Tall Short Sleeve White New Opens in a new window or tab,J Crew,shirt,new,36.99,linen shirt,tops,men,,Large Tall,,White,,Linen,,,,,Short Sleeve,,,,,,Baird McNutt,,,,,,,,Linen Short Sleeve Shirt
"Thom Aaron 100% Linen Button Up Shirt Men's XL Blue Short Sleeve Causal New, NWT Opens in a new window or tab",Thom Aaron,shirt,new,28.99,button up shirt,tops,men,adult,XL,,Blue,,Linen,,,Button Up,,Short Sleeve,,Causal,,,,,,,,NWT,,,,Linen Short Sleeve Shirt
NWT TOMMY BAHAMA M Bravo Blooms Linen Short Sleeve Button Front Camp Shirt Opens in a new window or tab,Tommy Bahama,shirt,new,44.5,short sleeve button front camp shirt,tops,,,M,,,,linen,,blooms,button front,,short sleeve,,,,,,,M Bravo,,,NWT,,,,Linen Short Sleeve Shirt
